frame,x_px,y_px,angle_raw_rad,angle_unwrap_rad, omega
1088,690.733,420.754,-0.280687,24.8521,1.00685
1089,691.763,417.22,-0.263906,24.8688,0.942575
1090,692.697,413.902,-0.248197,24.8845,1.03273
1091,693.787,410.279,-0.230985,24.9018,0.989069
1092,694.329,406.692,-0.2145,24.9182,1.1422
1093,695.146,402.597,-0.195463,24.9373,0.96162
1094,695.836,399.15,-0.179436,24.9533,0.924025
1095,696.684,395.866,-0.164036,24.9687,1.11757
1096,697.133,391.798,-0.14541,24.9873,1.09957
1097,697.751,387.823,-0.127084,25.0057,0.969998
1098,698.377,384.322,-0.110917,25.0218,1.1102
1099,698.755,380.274,-0.0924137,25.0403,1.08949
1100,698.755,376.274,-0.0742555,25.0585,1.08174
1101,699.235,372.34,-0.0562266,25.0765,1.23191
1102,699.17,367.827,-0.0356947,25.097,1.10786
1103,699.216,363.778,-0.0172305,25.1155,1.09471
1104,699.216,359.778,0.00101471,25.1338,1.26502
1105,699.202,355.155,0.0220984,25.1548,1.20486
1106,699.181,350.75,0.0421794,25.1749,1.09208
1107,699.181,346.75,0.0603807,25.1931,1.24657
1108,698.688,342.213,0.0811567,25.2139,1.20162
1109,698.281,337.838,0.101184,25.2339,1.28704
1110,697.797,333.156,0.122634,25.2554,1.21654
1111,697.181,328.75,0.14291,25.2757,1.25135
1112,696.617,324.205,0.163766,25.2965,1.39754
1113,695.797,319.156,0.187058,25.3198,1.23406
1114,694.643,314.783,0.207626,25.3404,1.23538
1115,693.835,310.334,0.228216,25.361,1.44435
1116,692.83,305.137,0.252288,25.385,1.33213
1117,691.185,300.531,0.27449,25.4072,1.29951
1118,690.133,295.884,0.296149,25.4289,1.47216
1119,688.694,290.682,0.320685,25.4534,1.316
1120,686.701,286.273,0.342618,25.4754,1.44104
1121,685.171,281.215,0.366635,25.4994,1.46271
1122,683.163,276.248,0.391014,25.5238,1.32165
1123,681.123,271.858,0.413041,25.5458,1.56285
1124,678.648,266.702,0.439089,25.5718,1.43713
1125,676.668,261.815,0.463041,25.5958,1.42396
1126,674.316,257.158,0.486774,25.6195,1.5024
1127,671.787,252.265,0.511814,25.6446,1.62338
1128,668.673,247.193,0.53887,25.6716,1.45241
1129,665.724,242.763,0.563077,25.6958,1.57573
1130,662.655,237.877,0.589339,25.7221,1.5122
1131,659.727,233.166,0.614542,25.7473,1.52754
1132,656.327,228.717,0.640001,25.7727,1.58034
1133,652.668,224.228,0.66634,25.7991,1.66852
1134,649.18,219.185,0.694149,25.8269,1.63779
1135,645.193,214.691,0.721446,25.8542,1.55614
1136,641.171,210.641,0.747381,25.8801,1.63481
1137,637.099,206.249,0.774628,25.9074,1.61189
1138,633.154,201.834,0.801493,25.9342,1.63176
1139,628.721,197.811,0.828689,25.9614,1.62147
1140,624.286,193.849,0.855713,25.9885,1.76448
1141,619.202,189.845,0.885121,26.0179,1.64133
1142,614.743,185.782,0.912477,26.0452,1.65407
1143,609.804,182.252,0.940045,26.0728,1.85057
1144,604.32,178.247,0.970887,26.1036,1.70542
1145,599.195,174.646,0.999311,26.1321,1.73959
1146,593.849,171.141,1.0283,26.161,1.70662
1147,588.313,168.189,1.05675,26.1895,1.7284
1148,582.718,165.198,1.08555,26.2183,1.80095
1149,576.783,162.288,1.11557,26.2483,1.87794
1150,570.643,159.147,1.14687,26.2796,1.76126
1151,564.668,156.673,1.17622,26.309,1.75599
1152,558.732,154.149,1.20549,26.3382,1.75743
1153,552.703,151.839,1.23478,26.3675,1.81754
1154,546.33,149.842,1.26507,26.3978,1.86636
1155,539.789,147.782,1.29618,26.4289,1.83483
1156,533.223,146.255,1.32676,26.4595,1.83494
1157,526.669,144.693,1.35734,26.4901,1.78816
1158,520.283,143.127,1.38714,26.5199,1.76887
1159,513.858,142.13,1.41663,26.5494,1.95422
1160,506.741,141.174,1.4492,26.5819,1.8917
1161,499.858,140.13,1.48072,26.6135,1.80622
1162,493.22,139.81,1.51083,26.6436,1.90105
1163,486.227,139.894,1.54251,26.6753,1.91393
1164,479.204,139.877,1.57441,26.7072,1.76998
1165,472.706,139.817,1.60391,26.7367,1.86336
1166,465.85,139.802,1.63497,26.7677,1.95551
1167,458.673,140.283,1.66756,26.8003,1.88428
1168,451.797,141.156,1.69896,26.8317,1.96152
1169,444.673,142.283,1.73166,26.8644,1.74452
1170,438.308,143.139,1.76073,26.8935,1.96485
1171,431.237,144.65,1.79348,26.9262,1.82149
1172,424.741,146.299,1.82384,26.9566,1.96073
1173,417.82,148.328,1.85651,26.9893,1.90124
1174,411.146,150.406,1.8882,27.0209,1.8715
1175,404.674,152.741,1.91939,27.0521,1.83325
1176,398.361,155.097,1.94995,27.0827,1.93431
1177,391.781,157.796,1.98219,27.1149,1.94092
1178,385.231,160.636,2.01454,27.1473,1.85549
1179,379.211,163.854,2.04546,27.1782,1.98993
1180,372.666,167.13,2.07863,27.2114,1.84787
1181,366.661,170.331,2.10942,27.2422,1.81547
1182,361.252,174.282,2.13968,27.2724,1.91016
1183,355.198,177.86,2.17152,27.3043,1.82604
1184,349.802,181.862,2.20195,27.3347,1.9161
1185,344.371,186.354,2.23389,27.3666,1.87171
1186,338.709,190.294,2.26508,27.3978,1.79571
1187,333.772,194.686,2.29501,27.4278,1.8454
1188,328.609,199.104,2.32577,27.4585,1.92198
1189,323.788,204.288,2.3578,27.4905,1.90342
1190,318.667,209.078,2.38952,27.5223,1.84464
1191,314.21,214.202,2.42027,27.553,1.71902
1192,310.282,219.161,2.44892,27.5817,1.84137
1193,305.867,224.3,2.47961,27.6123,1.86356
1194,301.816,229.831,2.51067,27.6434,1.79372
1195,297.808,235.08,2.54056,27.6733,1.82068
1196,294.212,240.736,2.57091,27.7036,1.76832
1197,290.63,246.173,2.60038,27.7331,1.82246
1198,287.793,252.275,2.63075,27.7635,1.79319
1199,284.319,257.889,2.66064,27.7934,1.76539
1200,281.872,263.919,2.69006,27.8228,1.65065
1201,278.71,269.137,2.71757,27.8503,1.77933
1202,276.261,275.211,2.74723,27.88,1.75428
1203,273.851,281.196,2.77647,27.9092,1.71825
1204,271.806,287.176,2.8051,27.9378,1.72054
1205,269.806,293.176,2.83378,27.9665,1.71795
1206,267.844,299.182,2.86241,27.9952,1.69237
1207,266.229,305.193,2.89062,28.0234,1.65673
1208,264.671,311.088,2.91823,28.051,1.66463
1209,263.824,317.164,2.94597,28.0787,1.63591
1210,262.674,323.063,2.97324,28.106,1.68134
1211,261.781,329.175,3.00126,28.134,1.62898
1212,260.684,335.071,3.02841,28.1612,1.54403
1213,260.33,340.741,3.05415,28.1869,1.65393
1214,259.731,346.794,3.08171,28.2145,1.63171
1215,259.755,352.798,3.10891,28.2416,1.48614
1216,259.731,358.256,3.13368,28.2664,1.62647
1217,259.756,364.227,-3.1224,28.2935,1.5243
1218,259.767,369.828,-3.097,28.3189,1.62997
1219,260.269,375.795,-3.06983,28.3461,1.45238
1220,260.665,381.114,-3.04562,28.3703,1.54065
1221,261.219,386.746,-3.01995,28.396,1.49695
1222,261.723,392.229,-2.995,28.4209,1.36366
1223,262.66,397.156,-2.97227,28.4437,1.53799
1224,263.718,402.708,-2.94664,28.4693,1.4233
1225,264.734,407.839,-2.92292,28.493,1.38936
1226,266.283,412.715,-2.89976,28.5162,1.5529
1227,267.206,418.369,-2.87388,28.542,1.2391
1228,268.642,422.696,-2.85323,28.5627,1.46164
1229,270.279,427.811,-2.82887,28.5871,1.43765
1230,272.325,432.689,-2.8049,28.611,1.28043
1231,273.871,437.124,-2.78356,28.6324,1.38345
1232,275.867,441.79,-2.76051,28.6554,1.27018
1233,277.17,446.295,-2.73934,28.6766,1.29325
1234,279.117,450.628,-2.71778,28.6981,1.34469
1235,281.149,455.131,-2.69537,28.7206,1.22557
1236,283.148,459.165,-2.67495,28.741,1.29744
1237,285.807,463.149,-2.65332,28.7626,1.21392
1238,287.785,467.14,-2.63309,28.7828,1.26371
1239,290.203,471.095,-2.61203,28.8039,1.22581
1240,292.252,475.108,-2.5916,28.8243,1.28364
1241,294.694,479.139,-2.5702,28.8457,1.17403
1242,297.184,482.659,-2.55064,28.8653,1.20833
1243,299.798,486.241,-2.5305,28.8854,1.21798
1244,302.381,489.885,-2.5102,28.9057,1.08302
1245,304.65,493.148,-2.49215,28.9238,1.12577
1246,307.238,496.369,-2.47338,28.9425,1.16896
1247,309.781,499.828,-2.4539,28.962,1.12083
1248,312.743,502.71,-2.43522,28.9807,1.08485
1249,315.184,505.858,-2.41714,28.9988,1.04391
1250,317.866,508.594,-2.39974,29.0162,1.18713
1251,320.776,511.831,-2.37996,29.036,0.917668
1252,323.142,514.224,-2.36466,29.0513,1.0859
1253,325.858,517.14,-2.34656,29.0694,1.0521
1254,328.646,519.809,-2.32903,29.0869,0.966518
1255,331.21,522.259,-2.31292,29.103,1.06111
1256,334.233,524.717,-2.29523,29.1207,0.937806
1257,336.672,527.154,-2.2796,29.1363,1.02543
1258,339.832,529.238,-2.26251,29.1534,1.04786
1259,342.665,531.841,-2.24505,29.1709,0.870888
1260,345.25,533.717,-2.23053,29.1854,1.02897
1261,348.373,535.837,-2.21339,29.2025,0.846559
1262,350.73,537.864,-2.19928,29.2167,0.997399
1263,353.83,539.809,-2.18265,29.2333,0.899198
1264,356.415,541.862,-2.16767,29.2483,0.930456
1265,359.215,543.81,-2.15216,29.2638,1.01854
1266,362.321,545.885,-2.13518,29.2807,0.724626
1267,364.667,547.141,-2.12311,29.2928,0.957283
1268,367.814,548.711,-2.10715,29.3088,0.893443
1269,370.377,550.811,-2.09226,29.3237,0.879191
1270,373.152,552.456,-2.07761,29.3383,0.814649
1271,375.798,553.847,-2.06403,29.3519,0.866672
1272,378.695,555.166,-2.04959,29.3663,0.900334
1273,381.797,556.339,-2.03458,29.3813,0.794213
1274,384.274,557.893,-2.02134,29.3946,0.873148
1275,387.208,559.168,-2.00679,29.4091,0.770075
1276,389.779,560.327,-1.99396,29.422,0.884039
1277,392.662,561.816,-1.97922,29.4367,0.728706
1278,395.181,562.714,-1.96708,29.4488,0.896234
1279,398.278,563.811,-1.95214,29.4638,0.854949
1280,401.126,565.121,-1.93789,29.478,0.806955
1281,403.832,566.326,-1.92444,29.4915,0.813793
1282,406.697,567.17,-1.91088,29.505,0.748283
1283,409.196,568.334,-1.89841,29.5175,0.814806
1284,412.207,568.737,-1.88483,29.5311,0.867419
1285,415.193,569.82,-1.87037,29.5456,0.72968
1286,417.699,570.763,-1.85821,29.5577,0.81775
1287,420.71,571.122,-1.84458,29.5713,0.74278
1288,423.197,572.33,-1.8322,29.5837,0.835452
1289,426.259,572.701,-1.81827,29.5977,0.844426
1290,429.169,573.812,-1.8042,29.6117,0.864678
1291,432.311,574.272,-1.78979,29.6261,0.657864
1292,434.672,574.741,-1.77883,29.6371,0.912003
1293,437.855,575.848,-1.76363,29.6523,0.776293
1294,440.672,576.259,-1.75069,29.6652,0.869079
1295,443.816,576.759,-1.7362,29.6797,0.793472
1296,446.694,577.166,-1.72298,29.6929,0.86717
1297,449.9,577.159,-1.70853,29.7074,0.781687
1298,452.698,577.801,-1.6955,29.7204,0.699903
1299,455.221,578.279,-1.68383,29.7321,0.937604
1300,458.677,578.209,-1.66821,29.7477,0.888
1301,461.895,578.668,-1.65341,29.7625,0.785307
1302,464.767,578.764,-1.64032,29.7756,0.829755
1303,467.782,579.16,-1.62649,29.7894,0.795286
1304,470.694,579.166,-1.61323,29.8027,0.844349
1305,473.782,579.16,-1.59916,29.8168,0.931695
1306,477.187,579.161,-1.58363,29.8323,0.819557
1307,480.18,579.144,-1.56997,29.846,0.816775
1308,483.164,579.17,-1.55636,29.8596,0.998116
1309,486.812,579.154,-1.53972,29.8762,0.805214
1310,489.758,579.183,-1.5263,29.8896,0.94948
1311,493.237,579.199,-1.51048,29.9054,0.945017
1312,496.669,578.717,-1.49473,29.9212,0.856384
1313,499.812,578.71,-1.48046,29.9355,0.940342
1314,503.222,578.23,-1.46478,29.9511,0.966622
1315,506.738,577.856,-1.44867,29.9673,1.00268
1316,510.337,577.106,-1.43196,29.984,0.953511
1317,513.792,576.653,-1.41607,29.9999,0.938038
1318,517.194,576.212,-1.40044,30.0155,0.970476
1319,520.738,575.856,-1.38426,30.0317,1.01572
1320,524.306,574.748,-1.36733,30.0486,0.963644
1321,527.818,574.314,-1.35127,30.0647,0.958335
1322,531.147,573.16,-1.3353,30.0806,1.11362
1323,535.149,572.383,-1.31674,30.0992,1.01892
1324,538.668,571.128,-1.29976,30.1162,1.01853
1325,542.308,570.32,-1.28278,30.1331,1.14872
1326,546.345,569.16,-1.26364,30.1523,1.01939
1327,549.826,567.816,-1.24665,30.1693,1.12169
1328,553.794,566.741,-1.22795,30.188,1.01911
1329,557.189,565.176,-1.21097,30.205,1.1653
1330,561.25,563.867,-1.19155,30.2244,1.16368
1331,565.22,562.328,-1.17215,30.2438,1.07619
1332,568.644,560.335,-1.15421,30.2617,1.20363
1333,572.707,558.651,-1.13415,30.2818,1.22408
1334,576.707,556.651,-1.11375,30.3022,1.20213
1335,580.626,554.67,-1.09372,30.3222,1.21695
1336,584.687,552.836,-1.07343,30.3425,1.16585
1337,588.358,550.666,-1.054,30.3619,1.26958
1338,592.358,548.315,-1.03284,30.3831,1.2786
1339,596.319,545.837,-1.01153,30.4044,1.3129
1340,600.315,543.183,-0.989653,30.4263,1.18544
1341,603.881,540.727,-0.969895,30.446,1.26838
1342,607.86,538.327,-0.948756,30.4672,1.39782
1343,611.892,535.185,-0.925459,30.4905,1.32596
1344,615.787,532.299,-0.903359,30.5126,1.26682
1345,619.184,529.137,-0.882246,30.5337,1.34362
1346,623.218,526.306,-0.859852,30.5561,1.34668
1347,626.691,522.802,-0.837407,30.5785,1.50576
1348,630.819,519.163,-0.812311,30.6036,1.32087
1349,634.318,515.838,-0.790297,30.6256,1.36356
1350,637.868,512.338,-0.767571,30.6484,1.54987
1351,641.904,508.35,-0.74174,30.6742,1.42309
1352,645.199,504.314,-0.718022,30.6979,1.46413
1353,648.756,500.311,-0.693619,30.7223,1.38253
1354,651.892,496.344,-0.670577,30.7453,1.54128
1355,655.23,491.803,-0.644889,30.771,1.58891
1356,658.72,487.161,-0.618407,30.7975,1.46356
1357,661.778,482.77,-0.594015,30.8219,1.4755
1358,664.781,478.288,-0.569423,30.8465,1.62702
1359,667.818,473.173,-0.542306,30.8736,1.54848
1360,670.639,468.268,-0.516498,30.8994,1.55915
1361,673.248,463.203,-0.490512,30.9254,1.57365
1362,676.334,458.324,-0.464285,30.9516,1.67775
1363,678.819,452.708,-0.436322,30.9796,1.48327
1364,681.21,447.836,-0.411601,31.0043,1.60147
1365,683.22,442.328,-0.38491,31.031,1.79373
1366,685.835,436.307,-0.355014,31.0609,1.64212
1367,687.858,430.65,-0.327646,31.0883,1.7283
1368,689.858,424.65,-0.298841,31.1171,1.54468
1369,691.153,419.143,-0.273096,31.1428,1.6967
1370,692.745,413.15,-0.244818,31.1711,1.70595
1371,694.275,407.103,-0.216385,31.1995,1.80943
1372,695.835,400.666,-0.186228,31.2297,1.64101
1373,696.669,394.717,-0.158878,31.257,1.79301
1374,697.886,388.263,-0.128994,31.2869,1.66392
1375,698.349,382.186,-0.101262,31.3147,1.73176
1376,698.692,375.861,-0.0723996,31.3435,1.82334
1377,699.214,369.215,-0.0420106,31.3739,1.76892
1378,699.256,362.747,-0.0125286,31.4034,1.74277
1379,699.263,356.378,0.0165176,31.4324,1.76188
1380,699.15,349.938,0.0458822,31.4618,1.96096
1381,698.734,342.78,0.0785649,31.4945,1.77863
1382,698.252,336.291,0.108209,31.5241,1.76113
1383,697.096,329.946,0.137561,31.5535,1.87444
1384,696.279,323.141,0.168801,31.5847,1.8793
1385,695.179,316.353,0.200123,31.616,1.82596
1386,693.797,309.816,0.230556,31.6465,1.8561
1387,692.289,303.188,0.261491,31.6774,1.83052
1388,690.292,296.788,0.292,31.7079,1.84911
1389,688.294,290.322,0.322818,31.7387,1.85599
1390,686.283,283.823,0.353751,31.7697,1.92655
1391,683.853,277.19,0.38586,31.8018,1.85243
1392,680.673,271.17,0.416734,31.8327,1.83244
1393,678.311,264.87,0.447275,31.8632,1.93399
1394,674.665,258.777,0.479508,31.8954,1.81957
1395,671.821,252.745,0.509834,31.9258,1.86442
1396,668.341,246.87,0.540908,31.9568,1.93132
1397,664.743,240.777,0.573097,31.989,1.96784
1398,660.743,234.777,0.605894,32.0218,1.87895
1399,656.708,229.198,0.63721,32.0531,1.82399
1400,652.699,223.849,0.66761,32.0835,1.93791
1401,648.31,218.261,0.699909,32.1158,1.93744
1402,643.787,212.774,0.732199,32.1481,1.93798
1403,638.612,207.883,0.764499,32.1804,1.928
1404,633.759,202.747,0.796632,32.2126,1.83056
1405,628.739,198.295,0.827141,32.2431,1.93448
1406,623.763,193.22,0.859383,32.2753,1.91648
1407,618.336,188.747,0.891324,32.3073,1.88634
1408,612.666,184.772,0.922763,32.3387,1.92951
1409,607.192,180.274,0.954921,32.3708,1.75524
1410,601.851,176.675,0.984175,32.4001,1.96474
1411,595.851,172.675,1.01692,32.4328,1.90981
1412,589.766,169.195,1.04875,32.4647,1.85541
1413,583.847,165.831,1.07967,32.4956,1.85763
1414,577.854,162.574,1.11064,32.5266,1.79837
1415,571.847,159.831,1.14061,32.5565,1.99727
1416,565.257,156.592,1.1739,32.5898,1.7543
1417,559.22,154.328,1.20313,32.6191,1.87348
1418,552.687,152.164,1.23436,32.6503,1.84686
1419,546.308,149.862,1.26514,32.6811,1.84431
1420,539.823,147.906,1.29588,32.7118,1.84545
1421,533.258,146.223,1.32664,32.7426,1.83935
1422,526.665,144.766,1.35729,32.7732,1.78149
1423,520.314,143.156,1.38698,32.8029,1.7772
1424,513.842,142.266,1.4166,32.8325,1.82617
1425,507.223,141.15,1.44704,32.863,1.79251
1426,500.644,140.756,1.47691,32.8928,1.72097
1427,494.374,139.85,1.5056,32.9215,1.77785
1428,487.834,139.845,1.53523,32.9512,1.81206
1429,481.182,139.773,1.56543,32.9814,1.76782
1430,474.694,139.834,1.59489,33.0108,1.71882
1431,468.379,139.875,1.62354,33.0395,1.78312
1432,461.842,140.303,1.65326,33.0692,1.64744
1433,455.799,140.715,1.68072,33.0966,1.82251
1434,449.188,141.822,1.71109,33.127,1.64223
1435,443.151,142.285,1.73846,33.1544,1.67246
1436,437.187,143.851,1.76634,33.1823,1.63951
1437,431.205,144.692,1.79366,33.2096,1.70157
1438,425.151,146.285,1.82202,33.2379,1.68593
1439,419.157,147.87,1.85012,33.266,0
